Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Protocol,Experimental Condition [Imaging Type],Comment [Gene Identifier] 1,Comment [Gene Symbol] 1,Comment [Gene Identifier] 2,Comment [Gene Symbol] 2,Comment [Genetic Background],Comment [Genetic Background Identifier],Comment [Gene Annotation Comments],Comment [Image File Path],Comment [Image File Type],Channels,Comment [Experimental Conclusion]
Figure 4 - Supplement 1,4S1_Hsp104Nup170PreMeiosis_02_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YBL079W,Nup170,YLL026W,Hsp104,flo8Δ,YER109C,SGD,/Figure 4 - Supplement 1,Raw,"FITC = Nup170-GFP, mCherry = Hsp104-mCherry, DAPI",Protein aggregates are sequestered with nucleoporins in aged fixed cells. 
Figure 4 - Supplement 1,4S1_MAX_Hsp104Nup170PreMeiosis_02_R3D_D3D.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YBL079W,Nup170,YLL026W,Hsp104,flo8Δ,YER109C,SGD,/Figure 4 - Supplement 1,Deconvolved z-projected,"FITC = Nup170-GFP, mCherry = Hsp104-mCherry, DAPI",Protein aggregates are sequestered with nucleoporins in aged fixed cells. 
Figure 4 - Supplement 1,4S1_Hsp104Nup170PreMeiosis_02_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YBL079W,Nup170,YLL026W,Hsp104,flo8Δ,YER109C,SGD,/Figure 4 - Supplement 1,Reference,Bright-field,Protein aggregates are sequestered with nucleoporins in aged fixed cells. 
Figure 4 - Supplement 2,4S2_Nsr1Nup49MeiosisI_08_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YGR159C,Nsr1,YGL172W,Nup49,flo8Δ,YER109C,SGD,/Figure 4 - Supplement 2,Deconvolved,"FITC = Nsr1-GFP, mCherry = Nup49-mCherry, DAPI",Nucleolar material is sequestered with nucleoporins in aged fixed cells. 
Figure 4 - Supplement 2,4S2_Nsr1Nup49MeiosisI_08_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YGR159C,Nsr1,YGL172W,Nup49,flo8Δ,YER109C,SGD,/Figure 4 - Supplement 2,Raw,"FITC = Nsr1-GFP, mCherry = Nup49-mCherry, DAPI",Nucleolar material is sequestered with nucleoporins in aged fixed cells. 
Figure 4 - Supplement 2,4S2_MAX_Nsr1Nup49MeiosisI_08_zproj_R3D_D3D.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YGR159C,Nsr1,YGL172W,Nup49,flo8Δ,YER109C,SGD,/Figure 4 - Supplement 2,Deconvolved z-projected,"FITC = Nsr1-GFP, mCherry = Nup49-mCherry, DAPI",Nucleolar material is sequestered with nucleoporins in aged fixed cells. 
Figure 4 - Supplement 2,4S2_Nsr1Nup49MeiosisI_08_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YGR159C,Nsr1,YGL172W,Nup49,flo8Δ,YER109C,SGD,/Figure 4 - Supplement 2,Reference,Bright-field,Nucleolar material is sequestered with nucleoporins in aged fixed cells. 
Figure 4 - Supplement 2,4S2_Nsr1Nup49MeiosisII_12_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YGR159C,Nsr1,YGL172W,Nup49,flo8Δ,YER109C,SGD,/Figure 4 - Supplement 2,Deconvolved,"FITC = Nsr1-GFP, mCherry = Nup49-mCherry, DAPI",Nucleolar material is sequestered with nucleoporins in aged fixed cells. 
Figure 4 - Supplement 2,4S2_Nsr1Nup49MeiosisII_12_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YGR159C,Nsr1,YGL172W,Nup49,flo8Δ,YER109C,SGD,/Figure 4 - Supplement 2,Raw,"FITC = Nsr1-GFP, mCherry = Nup49-mCherry, DAPI",Nucleolar material is sequestered with nucleoporins in aged fixed cells. 
Figure 4 - Supplement 2,4S2_MAX_Nsr1Nup49MeiosisII_12_zproj_R3D_D3D.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YGR159C,Nsr1,YGL172W,Nup49,flo8Δ,YER109C,SGD,/Figure 4 - Supplement 2,Deconvolved z-projected,"FITC = Nsr1-GFP, mCherry = Nup49-mCherry, DAPI",Nucleolar material is sequestered with nucleoporins in aged fixed cells. 
Figure 4 - Supplement 2,4S2_Nsr1Nup49MeiosisII_12_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YGR159C,Nsr1,YGL172W,Nup49,flo8Δ,YER109C,SGD,/Figure 4 - Supplement 2,Reference,Bright-field,Nucleolar material is sequestered with nucleoporins in aged fixed cells. 
Figure 4 - Supplement 2,4S2_Nsr1Nup49PostMeiosisII_17_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YGR159C,Nsr1,YGL172W,Nup49,flo8Δ,YER109C,SGD,/Figure 4 - Supplement 2,Deconvolved,"FITC = Nsr1-GFP, mCherry = Nup49-mCherry, DAPI",Nucleolar material is sequestered with nucleoporins in aged fixed cells. 
Figure 4 - Supplement 2,4S2_Nsr1Nup49PostMeiosisII_17_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YGR159C,Nsr1,YGL172W,Nup49,flo8Δ,YER109C,SGD,/Figure 4 - Supplement 2,Raw,"FITC = Nsr1-GFP, mCherry = Nup49-mCherry, DAPI",Nucleolar material is sequestered with nucleoporins in aged fixed cells. 
Figure 4 - Supplement 2,4S2_MAX_Nsr1Nup49PostMeiosisII_17_zproj_R3D_D3D.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YGR159C,Nsr1,YGL172W,Nup49,flo8Δ,YER109C,SGD,/Figure 4 - Supplement 2,Deconvolved z-projected,"FITC = Nsr1-GFP, mCherry = Nup49-mCherry, DAPI",Nucleolar material is sequestered with nucleoporins in aged fixed cells. 
Figure 4 - Supplement 2,4S2_Nsr1Nup49PostMeiosisII_17_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YGR159C,Nsr1,YGL172W,Nup49,flo8Δ,YER109C,SGD,/Figure 4 - Supplement 2,Reference,Bright-field,Nucleolar material is sequestered with nucleoporins in aged fixed cells. 
Figure 4 - Supplement 2,4S2_Nsr1Nup49PreMeiosis_07_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YGR159C,Nsr1,YGL172W,Nup49,flo8Δ,YER109C,SGD,/Figure 4 - Supplement 2,Deconvolved,"FITC = Nsr1-GFP, mCherry = Nup49-mCherry, DAPI",Nucleolar material is sequestered with nucleoporins in aged fixed cells. 
Figure 4 - Supplement 2,4S2_Nsr1Nup49PreMeiosis_07_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YGR159C,Nsr1,YGL172W,Nup49,flo8Δ,YER109C,SGD,/Figure 4 - Supplement 2,Raw,"FITC = Nsr1-GFP, mCherry = Nup49-mCherry, DAPI",Nucleolar material is sequestered with nucleoporins in aged fixed cells. 
Figure 4 - Supplement 2,4S2_MAX_Nsr1Nup49PreMeiosis_07_zproj_R3D_D3D.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YGR159C,Nsr1,YGL172W,Nup49,flo8Δ,YER109C,SGD,/Figure 4 - Supplement 2,Deconvolved z-projected,"FITC = Nsr1-GFP, mCherry = Nup49-mCherry, DAPI",Nucleolar material is sequestered with nucleoporins in aged fixed cells. 
Figure 4 - Supplement 2,4S2_Nsr1Nup49PreMeiosis_07_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YGR159C,Nsr1,YGL172W,Nup49,flo8Δ,YER109C,SGD,/Figure 4 - Supplement 2,Reference,Bright-field,Nucleolar material is sequestered with nucleoporins in aged fixed cells. 
Figure 5A,14391_t5_01_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YML034W,Heh1,YGL172W,Nup49,WT,,SGD,/Figure 5/5A - Heh1-3xeGFP Nup49-mCherry,Deconvolved,"FITC = Heh1-3xeGFP, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane protein Heh1 localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5A,14391_t5_01_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YML034W,Heh1,YGL172W,Nup49,WT,,SGD,/Figure 5/5A - Heh1-3xeGFP Nup49-mCherry,Raw,"FITC = Heh1-3xeGFP, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane protein Heh1 localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5A,14391_t5_01_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YML034W,Heh1,YGL172W,Nup49,WT,,SGD,/Figure 5/5A - Heh1-3xeGFP Nup49-mCherry,Deconvolved z-projected,"FITC = Heh1-3xeGFP, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane protein Heh1 localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5A,14391_t5_01_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YML034W,Heh1,YGL172W,Nup49,WT,,SGD,/Figure 5/5A - Heh1-3xeGFP Nup49-mCherry,Reference,Bright-field,Inner nuclear membrane protein Heh1 localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5A,14391_t5_02_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YML034W,Heh1,YGL172W,Nup49,WT,,SGD,/Figure 5/5A - Heh1-3xeGFP Nup49-mCherry,Deconvolved,"FITC = Heh1-3xeGFP, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane protein Heh1 localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5A,14391_t5_02_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YML034W,Heh1,YGL172W,Nup49,WT,,SGD,/Figure 5/5A - Heh1-3xeGFP Nup49-mCherry,Raw,"FITC = Heh1-3xeGFP, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane protein Heh1 localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5A,14391_t5_02_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YML034W,Heh1,YGL172W,Nup49,WT,,SGD,/Figure 5/5A - Heh1-3xeGFP Nup49-mCherry,Deconvolved z-projected,"FITC = Heh1-3xeGFP, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane protein Heh1 localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5A,14391_t5_02_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YML034W,Heh1,YGL172W,Nup49,WT,,SGD,/Figure 5/5A - Heh1-3xeGFP Nup49-mCherry,Reference,Bright-field,Inner nuclear membrane protein Heh1 localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5A,14931_t6_08_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YML034W,Heh1,YGL172W,Nup49,WT,,SGD,/Figure 5/5A - Heh1-3xeGFP Nup49-mCherry,Deconvolved,"FITC = Heh1-3xeGFP, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane protein Heh1 localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5A,14931_t6_08_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YML034W,Heh1,YGL172W,Nup49,WT,,SGD,/Figure 5/5A - Heh1-3xeGFP Nup49-mCherry,Raw,"FITC = Heh1-3xeGFP, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane protein Heh1 localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5A,14931_t6_08_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YML034W,Heh1,YGL172W,Nup49,WT,,SGD,/Figure 5/5A - Heh1-3xeGFP Nup49-mCherry,Deconvolved z-projected,"FITC = Heh1-3xeGFP, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane protein Heh1 localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5A,14931_t6_08_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YML034W,Heh1,YGL172W,Nup49,WT,,SGD,/Figure 5/5A - Heh1-3xeGFP Nup49-mCherry,Reference,Bright-field,Inner nuclear membrane protein Heh1 localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5A,14931_t7_03_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YML034W,Heh1,YGL172W,Nup49,WT,,SGD,/Figure 5/5A - Heh1-3xeGFP Nup49-mCherry,Deconvolved,"FITC = Heh1-3xeGFP, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane protein Heh1 localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5A,14931_t7_03_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YML034W,Heh1,YGL172W,Nup49,WT,,SGD,/Figure 5/5A - Heh1-3xeGFP Nup49-mCherry,Raw,"FITC = Heh1-3xeGFP, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane protein Heh1 localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5A,14931_t7_03_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YML034W,Heh1,YGL172W,Nup49,WT,,SGD,/Figure 5/5A - Heh1-3xeGFP Nup49-mCherry,Deconvolved z-projected,"FITC = Heh1-3xeGFP, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane protein Heh1 localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5A,14931_t7_03_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,YML034W,Heh1,YGL172W,Nup49,WT,,SGD,/Figure 5/5A - Heh1-3xeGFP Nup49-mCherry,Reference,Bright-field,Inner nuclear membrane protein Heh1 localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5B,12932_t5_02_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,eGFP-h2NLS-L-TM,YGL172W,Nup49,WT,,SGD,/Figure 5/5B - eGFP-h2NLS-L-TM Nup49-mCherry,Deconvolved,"FITC = eGFP-h2NLS-L-TM, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane maker eGFP-h2NLS-L-TM localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5B,12932_t5_02_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,eGFP-h2NLS-L-TM,YGL172W,Nup49,WT,,SGD,/Figure 5/5B - eGFP-h2NLS-L-TM Nup49-mCherry,Raw,"FITC = eGFP-h2NLS-L-TM, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane maker eGFP-h2NLS-L-TM localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5B,12932_t5_02_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,eGFP-h2NLS-L-TM,YGL172W,Nup49,WT,,SGD,/Figure 5/5B - eGFP-h2NLS-L-TM Nup49-mCherry,Deconvolved z-projected,"FITC = eGFP-h2NLS-L-TM, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane maker eGFP-h2NLS-L-TM localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5B,12932_t5_02_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,eGFP-h2NLS-L-TM,YGL172W,Nup49,WT,,SGD,/Figure 5/5B - eGFP-h2NLS-L-TM Nup49-mCherry,Reference,Bright-field,Inner nuclear membrane maker eGFP-h2NLS-L-TM localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5B,12932_t5_03_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,eGFP-h2NLS-L-TM,YGL172W,Nup49,WT,,SGD,/Figure 5/5B - eGFP-h2NLS-L-TM Nup49-mCherry,Deconvolved,"FITC = eGFP-h2NLS-L-TM, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane maker eGFP-h2NLS-L-TM localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5B,12932_t5_03_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,eGFP-h2NLS-L-TM,YGL172W,Nup49,WT,,SGD,/Figure 5/5B - eGFP-h2NLS-L-TM Nup49-mCherry,Raw,"FITC = eGFP-h2NLS-L-TM, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane maker eGFP-h2NLS-L-TM localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5B,12932_t5_03_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,eGFP-h2NLS-L-TM,YGL172W,Nup49,WT,,SGD,/Figure 5/5B - eGFP-h2NLS-L-TM Nup49-mCherry,Deconvolved z-projected,"FITC = eGFP-h2NLS-L-TM, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane maker eGFP-h2NLS-L-TM localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5B,12932_t5_03_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,eGFP-h2NLS-L-TM,YGL172W,Nup49,WT,,SGD,/Figure 5/5B - eGFP-h2NLS-L-TM Nup49-mCherry,Reference,Bright-field,Inner nuclear membrane maker eGFP-h2NLS-L-TM localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5B,12932_t5_04_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,eGFP-h2NLS-L-TM,YGL172W,Nup49,WT,,SGD,/Figure 5/5B - eGFP-h2NLS-L-TM Nup49-mCherry,Deconvolved,"FITC = eGFP-h2NLS-L-TM, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane maker eGFP-h2NLS-L-TM localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5B,12932_t5_04_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,eGFP-h2NLS-L-TM,YGL172W,Nup49,WT,,SGD,/Figure 5/5B - eGFP-h2NLS-L-TM Nup49-mCherry,Raw,"FITC = eGFP-h2NLS-L-TM, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane maker eGFP-h2NLS-L-TM localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5B,12932_t5_04_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,eGFP-h2NLS-L-TM,YGL172W,Nup49,WT,,SGD,/Figure 5/5B - eGFP-h2NLS-L-TM Nup49-mCherry,Deconvolved z-projected,"FITC = eGFP-h2NLS-L-TM, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane maker eGFP-h2NLS-L-TM localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5B,12932_t5_04_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,eGFP-h2NLS-L-TM,YGL172W,Nup49,WT,,SGD,/Figure 5/5B - eGFP-h2NLS-L-TM Nup49-mCherry,Reference,Bright-field,Inner nuclear membrane maker eGFP-h2NLS-L-TM localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5B,12932_t7_06_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,eGFP-h2NLS-L-TM,YGL172W,Nup49,WT,,SGD,/Figure 5/5B - eGFP-h2NLS-L-TM Nup49-mCherry,Deconvolved,"FITC = eGFP-h2NLS-L-TM, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane maker eGFP-h2NLS-L-TM localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5B,12932_t7_06_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,eGFP-h2NLS-L-TM,YGL172W,Nup49,WT,,SGD,/Figure 5/5B - eGFP-h2NLS-L-TM Nup49-mCherry,Raw,"FITC = eGFP-h2NLS-L-TM, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane maker eGFP-h2NLS-L-TM localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5B,12932_t7_06_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,eGFP-h2NLS-L-TM,YGL172W,Nup49,WT,,SGD,/Figure 5/5B - eGFP-h2NLS-L-TM Nup49-mCherry,Deconvolved z-projected,"FITC = eGFP-h2NLS-L-TM, mCherry =Nup49-mCherry, DAPI",Inner nuclear membrane maker eGFP-h2NLS-L-TM localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5B,12932_t7_06_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,eGFP-h2NLS-L-TM,YGL172W,Nup49,WT,,SGD,/Figure 5/5B - eGFP-h2NLS-L-TM Nup49-mCherry,Reference,Bright-field,Inner nuclear membrane maker eGFP-h2NLS-L-TM localizes to both nascent gamete nuclei and the sequestered nucleoporin mass during anaphase II in young cells.
Figure 5C,A2_S1_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A2_S2_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A2_S3_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A2_S4_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A2_S5_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A2_S6_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A2_S7_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A2_S8_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
Figure 5C,A2_S9_0003.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Electron microscopy,YBL079W,Nup170,YDR224C,Htb1,WT,,SGD,/Figure 5/5C - Late anaphase II EM model,Raw,,"Serial TEM sections (70 nm thickness) used to construct a model of a young anaphase II cell, demonstrating the presence of a nuclear-envelope bound compartment outside of developing gametes."
